SUBDIVISION,YEAR,Jan-Feb,Mar-May,June-September,Oct-Dec,ANNUAL
Uttarakhand,1961,260,85.6,1409.3,193.3,1948.2
Uttarakhand,1962,165.8,117.5,1292.8,71.5,1647.6
Uttarakhand,1963,52.9,231.6,1422.5,94.9,1801.9
Uttarakhand,1964,162.2,218.6,1356.1,32.6,1769.5
Uttarakhand,1965,203.9,225.5,828.6,47.7,1305.7
Uttarakhand,1966,89.8,143.4,1169,63.7,1465.9
Uttarakhand,1967,46,161.7,1224.1,124.3,1556.1
Uttarakhand,1968,295.9,126.9,1002.4,53.3,1478.5
Uttarakhand,1969,122.9,186.7,1299.7,26.5,1635.8
Uttarakhand,1970,129.9,107.3,1025.2,31,1293.4
Uttarakhand,1971,153.8,384.5,1163.5,101.8,1803.6
Uttarakhand,1972,122,102.6,809.6,43.7,1077.9
Uttarakhand,1973,138.7,94.4,948.9,57.6,1239.6
Uttarakhand,1974,84.8,52.5,929.3,95,1161.6
Uttarakhand,1975,145.9,107.1,1305.4,21.8,1580.2
Uttarakhand,1976,71.1,93.8,814.6,6.8,986.3
Uttarakhand,1977,54.8,170.8,1109.6,81.1,1416.3
Uttarakhand,1978,117.7,290.3,1558.5,64.9,2031.4
Uttarakhand,1979,119,153.5,747.5,52.3,1072.3
Uttarakhand,1980,77.4,97.2,1097.2,61.6,1333.4
Uttarakhand,1981,95.4,182.4,1016.8,61.7,1356.3
Uttarakhand,1982,120.5,298.5,900.4,52.7,1372.1
Uttarakhand,1983,126.4,326,1008.3,64.5,1525.2
Uttarakhand,1984,148.5,84.1,1070.6,35.9,1339.1
Uttarakhand,1985,63.9,118.4,1173.7,297.6,1653.6
Uttarakhand,1986,72.2,305.8,997.1,139.3,1514.4
Uttarakhand,1987,91.5,227.1,631.1,37.5,987.2
Uttarakhand,1988,99.7,208.1,1213.4,81.2,1602.4
Uttarakhand,1989,105.7,68.7,1021.4,67.8,1263.6
Uttarakhand,1990,97.9,193.3,1186,87.8,1565
Uttarakhand,1991,71.2,124.8,774.7,50,1020.7
Uttarakhand,1992,103.8,80.5,909.4,14.4,1108.1
Uttarakhand,1993,147.4,254.3,1183.4,8.9,1594
Uttarakhand,1994,140.9,156.4,1115.2,29.3,1441.8
Uttarakhand,1995,222.5,155.9,1210.3,27.4,1616.1
Uttarakhand,1996,139.3,113.8,1116.4,31.9,1401.4
Uttarakhand,1997,57,177.8,529.5,39.2,803.5
Uttarakhand,1998,78,257.7,786.2,76.7,1198.6
Uttarakhand,1999,44.4,53.1,1051.3,36.8,1185.6
Uttarakhand,2000,99.3,139.3,1465.4,8.8,1712.8
Uttarakhand,2001,50.6,240.7,1230.3,22.8,1544.4
Uttarakhand,2002,177,258.6,1112,27.1,1574.7
Uttarakhand,2003,166.7,220.9,1316.6,30.2,1734.4
Uttarakhand,2004,70.2,117.5,954.7,77.2,1219.6
Uttarakhand,2005,147.3,119.1,1061.2,20.6,1348.2
Uttarakhand,2006,58.3,244.4,823.6,52.6,1178.9
Uttarakhand,2007,140.6,243,1491.2,49.6,1924.4
Uttarakhand,2008,67.3,178.4,1082.3,35.6,1363.6
Uttarakhand,2009,29.4,114.8,608.6,94.8,847.6
Uttarakhand,2010,73.5,64.6,1253.9,32,1424
Uttarakhand,2011,96.1,133.1,1328.5,6.9,1564.6
Uttarakhand,2012,50.7,76.4,1073.2,23.6,1223.9
Uttarakhand,2013,261.3,64.9,1373,36.1,1735.3
Uttarakhand,2014,145.8,158.9,897.7,85.1,1287.5
Uttarakhand,2015,117.1,222.6,881.5,26.4,1247.6
Uttarakhand,2016,34.7,155,1102.7,16.2,1308.6
Uttarakhand,2017,50.1,205.5,1198.9,21.3,1475.8
Haryana Delhi & Chandigarh,1901,64.3,16.2,301.6,8.1,390.2
Haryana Delhi & Chandigarh,1902,0.7,28.9,380.8,9.3,419.7
Haryana Delhi & Chandigarh,1903,15.2,11.3,396.1,6.3,428.9
Haryana Delhi & Chandigarh,1904,8.3,77.8,409.2,32.2,527.5
Haryana Delhi & Chandigarh,1905,65.6,22.7,229.4,5.1,322.8
Haryana Delhi & Chandigarh,1906,67.7,32.9,488.1,5,593.7
Haryana Delhi & Chandigarh,1907,57.1,67.2,319.5,0.1,443.9
Haryana Delhi & Chandigarh,1908,37.5,30.1,619.4,2,689
Haryana Delhi & Chandigarh,1909,19,80.9,633.7,35.8,769.4
Haryana Delhi & Chandigarh,1910,24.8,5.3,487,88.1,605.2
Haryana Delhi & Chandigarh,1911,67.8,54.1,337.4,50.4,509.7
Haryana Delhi & Chandigarh,1912,55.9,21,441.3,11,529.2
Haryana Delhi & Chandigarh,1913,44,94,359.6,10.9,508.5
Haryana Delhi & Chandigarh,1914,9.3,48.4,586,21,664.7
Haryana Delhi & Chandigarh,1915,79.8,56,278.4,8.2,422.4
Haryana Delhi & Chandigarh,1916,16.2,15,536.4,61.6,629.2
Haryana Delhi & Chandigarh,1917,13.5,63.5,801.3,108.5,986.8
Haryana Delhi & Chandigarh,1918,10,22.1,201.4,1.1,234.6
Haryana Delhi & Chandigarh,1919,63.7,25.5,438.4,26.2,553.8
Haryana Delhi & Chandigarh,1920,24.1,35,308.2,1.5,368.8
Haryana Delhi & Chandigarh,1921,22.5,1.9,389.5,32.5,446.4
Haryana Delhi & Chandigarh,1922,18.8,2.6,502.5,28.8,552.7
Haryana Delhi & Chandigarh,1923,69.7,20.6,447.4,43.8,581.5
Haryana Delhi & Chandigarh,1924,67.4,8.8,515.6,63,654.8
Haryana Delhi & Chandigarh,1925,4.9,14.4,519.6,18.2,557.1
Haryana Delhi & Chandigarh,1926,18.7,82.9,511.3,3.1,616
Haryana Delhi & Chandigarh,1927,34.3,36.1,379.7,52.3,502.4
Haryana Delhi & Chandigarh,1928,49.8,13,280.7,44.7,388.2
Haryana Delhi & Chandigarh,1929,15.3,13.2,248.1,30,306.6
Haryana Delhi & Chandigarh,1930,39.8,9.2,445.8,5.8,500.6
Haryana Delhi & Chandigarh,1931,17.4,22.3,441.8,37.5,519
Haryana Delhi & Chandigarh,1932,5,37.1,382,15.8,439.9
Haryana Delhi & Chandigarh,1933,20.6,60.7,756.9,18.7,856.9
Haryana Delhi & Chandigarh,1934,22.6,50.3,422.8,5.6,501.3
Haryana Delhi & Chandigarh,1935,60.2,37,443.5,27.7,568.4
Haryana Delhi & Chandigarh,1936,19.8,10.8,452.7,27.8,511.1
Haryana Delhi & Chandigarh,1937,76.6,30.8,364.4,9.8,481.6
Haryana Delhi & Chandigarh,1938,45.9,8.9,216.4,7.7,278.9
Haryana Delhi & Chandigarh,1939,40.4,21,247.7,1.2,310.3
Haryana Delhi & Chandigarh,1940,63.8,20.3,311,0.6,395.7
Haryana Delhi & Chandigarh,1941,64.3,18.4,273.8,7.4,363.9
Haryana Delhi & Chandigarh,1942,73.5,21.2,697.5,12.2,804.4
Haryana Delhi & Chandigarh,1943,21.7,25.6,360.5,0.1,407.9
Haryana Delhi & Chandigarh,1944,54.4,63.2,340.7,26,484.3
Haryana Delhi & Chandigarh,1945,41.5,16.8,591.3,5.1,654.7
Haryana Delhi & Chandigarh,1946,9.8,32.1,367.6,28.2,437.7
Haryana Delhi & Chandigarh,1947,33,10.8,410.1,10.7,464.6
Haryana Delhi & Chandigarh,1948,65.8,24.7,496,5.5,592
Haryana Delhi & Chandigarh,1949,31.3,7.8,443,3.2,485.3
Haryana Delhi & Chandigarh,1950,28.7,24.7,496.4,1.4,551.2
Haryana Delhi & Chandigarh,1951,8.6,54.3,247.7,27.6,338.2
Haryana Delhi & Chandigarh,1952,26,25.4,501.9,3.2,556.5
Haryana Delhi & Chandigarh,1953,41.1,10,503.2,7.5,561.8
Haryana Delhi & Chandigarh,1954,117.1,14.4,361.2,44.2,536.9
Haryana Delhi & Chandigarh,1955,34.7,27.7,498.8,132.8,694
Haryana Delhi & Chandigarh,1956,19.7,28.8,468.9,136.3,653.7
Haryana Delhi & Chandigarh,1957,53.4,38.6,466.2,59,617.2
Haryana Delhi & Chandigarh,1958,4.8,11.7,623.1,33.4,673
Haryana Delhi & Chandigarh,1959,36.4,17.4,395.7,35.5,485
Haryana Delhi & Chandigarh,1960,11.3,29.9,637.6,44.1,722.9
Haryana Delhi & Chandigarh,1961,70.1,16,500.1,41.6,627.8
Haryana Delhi & Chandigarh,1962,31.5,10.5,459.6,9.4,511
Haryana Delhi & Chandigarh,1963,7.2,10.3,488.9,15.3,521.7
Haryana Delhi & Chandigarh,1964,6.2,15.9,682.2,6.7,711
Haryana Delhi & Chandigarh,1965,17.7,36.3,316.6,11.3,381.9
Haryana Delhi & Chandigarh,1966,37.3,53.7,609,7.9,707.9
Haryana Delhi & Chandigarh,1967,2.4,57.3,689.7,90.5,839.9
Haryana Delhi & Chandigarh,1968,30,19.6,329.7,9,388.3
Haryana Delhi & Chandigarh,1969,8.3,34.3,433.7,0.9,477.2
Haryana Delhi & Chandigarh,1970,70.8,20.9,445.7,0.8,538.2
Haryana Delhi & Chandigarh,1971,35.9,67.3,520.5,13.1,636.8
Haryana Delhi & Chandigarh,1972,18.9,17.3,360.6,44,440.8
Haryana Delhi & Chandigarh,1973,21,36.6,440.8,28.7,527.1
Haryana Delhi & Chandigarh,1974,1.8,7.1,346.1,29.9,384.9
Haryana Delhi & Chandigarh,1975,23.2,15.2,563,20.6,622
Haryana Delhi & Chandigarh,1976,31.9,41.9,651.8,1.1,726.7
Haryana Delhi & Chandigarh,1977,51.6,47.2,623,18.3,740.1
Haryana Delhi & Chandigarh,1978,25,57.4,563.5,5.4,651.3
Haryana Delhi & Chandigarh,1979,68.7,44.2,215.9,12.7,341.5
Haryana Delhi & Chandigarh,1980,8.1,31.3,434.2,39.7,513.3
Haryana Delhi & Chandigarh,1981,39,53.1,358.4,42.8,493.3
Haryana Delhi & Chandigarh,1982,41.4,161.1,284.9,19.2,506.6
Haryana Delhi & Chandigarh,1983,43.3,124.2,568.3,8.7,744.5
Haryana Delhi & Chandigarh,1984,16.4,3.8,457.8,1.2,479.2
Haryana Delhi & Chandigarh,1985,3.8,12.3,489.4,66.9,572.4
Haryana Delhi & Chandigarh,1986,38.2,52,339.4,21.4,451
Haryana Delhi & Chandigarh,1987,49.1,81.3,178.7,9.5,318.6
Haryana Delhi & Chandigarh,1988,14.7,41.5,776.8,12.1,845.1
Haryana Delhi & Chandigarh,1989,40.5,14.6,343.6,17.8,416.5
Haryana Delhi & Chandigarh,1990,79.5,29,558.7,36,703.2
Haryana Delhi & Chandigarh,1991,19.8,22.1,330.5,21.4,393.8
Haryana Delhi & Chandigarh,1992,36.7,9.5,372.3,11,429.5
Haryana Delhi & Chandigarh,1993,20.6,25.5,477.6,0,523.7
Haryana Delhi & Chandigarh,1994,31.4,16.7,515.9,0.3,564.3
Haryana Delhi & Chandigarh,1995,60.5,15.3,742.8,0.6,819.2
Haryana Delhi & Chandigarh,1996,46.5,17.3,560.7,20.2,644.7
Haryana Delhi & Chandigarh,1997,8.8,87.9,457.5,114.4,668.6
Haryana Delhi & Chandigarh,1998,25,40.6,535.7,84,685.3
Haryana Delhi & Chandigarh,1999,32.4,21.5,285.4,5.2,344.5
Haryana Delhi & Chandigarh,2000,46.2,25.5,311.1,1.6,384.4
Haryana Delhi & Chandigarh,2001,23,74.8,376.2,11.4,485.4
Haryana Delhi & Chandigarh,2002,42.7,62.1,241.8,10.7,357.3
Haryana Delhi & Chandigarh,2003,44.6,13.3,528.4,11.1,597.4
Haryana Delhi & Chandigarh,2004,25.7,58.8,347.4,55.3,487.2
Haryana Delhi & Chandigarh,2005,49.6,40.2,428.8,0.8,519.4
Haryana Delhi & Chandigarh,2006,2.4,55.8,262.6,10.2,331
Haryana Delhi & Chandigarh,2007,76.5,54.5,313.8,1.8,446.6
Haryana Delhi & Chandigarh,2008,2.8,86.9,606.5,14.1,710.3
Haryana Delhi & Chandigarh,2009,10,35.1,346.2,4,395.3
Haryana Delhi & Chandigarh,2010,15,7.2,600.8,17.4,640.4
Haryana Delhi & Chandigarh,2011,27.4,44.5,439.8,0.4,512.1
Haryana Delhi & Chandigarh,2012,8.4,15.7,360.7,6.5,391.3
Haryana Delhi & Chandigarh,2013,73.3,10,363.3,14.7,461.3
Haryana Delhi & Chandigarh,2014,30.3,54.6,200.3,20.3,305.5
Haryana Delhi & Chandigarh,2015,19,115,295.3,6.2,435.5
Haryana Delhi & Chandigarh,2016,1.1,48,343.4,6.2,398.7
Haryana Delhi & Chandigarh,2017,34.5,21.8,359.4,6,421.7
Punjab,1901,105.8,52.5,358,7,523.3
Punjab,1902,0.8,50.4,337.6,9.1,397.9
Punjab,1903,30,55.5,469,16.4,570.9
Punjab,1904,25.9,102.8,279.7,43.1,451.5
Punjab,1905,93.3,27,303.2,10.6,434.1
Punjab,1906,88.4,56.7,509.7,22.7,677.5
Punjab,1907,122.7,107.1,358.8,0.4,589
Punjab,1908,58.7,43.7,633.2,4.9,740.5
Punjab,1909,55,50.6,698.1,42,845.7
Punjab,1910,32.7,5.2,552.7,25.8,616.4
Punjab,1911,119.4,113.2,228.8,44.4,505.8
Punjab,1912,58.5,38.4,418.8,20.7,536.4
Punjab,1913,59.6,100.9,380,20.6,561.1
Punjab,1914,46.7,77.7,618.5,51.5,794.4
Punjab,1915,88.5,61.9,249.5,21.7,421.6
Punjab,1916,23.7,15.4,527.6,21.7,588.4
Punjab,1917,9.6,115.7,835.5,165.9,1126.7
Punjab,1918,4.3,100.5,226.6,8.2,339.6
Punjab,1919,93.7,27.9,391.6,36.6,549.8
Punjab,1920,44,41.9,295.3,1.9,383.1
Punjab,1921,23.2,2.4,297.2,47.5,370.3
Punjab,1922,37.8,7.8,432,36,513.6
Punjab,1923,99.4,50.2,535.9,52.3,737.8
Punjab,1924,81.4,21.4,452.1,36,590.9
Punjab,1925,20.2,29.9,562.3,17.3,629.7
Punjab,1926,21.6,101.3,478.7,5.8,607.4
Punjab,1927,40.5,40.4,364.7,35.5,481.1
Punjab,1928,46.9,19.3,306.2,64.9,437.3
Punjab,1929,10,13.2,329,70.8,423
Punjab,1930,52.6,27.1,462.5,15.2,557.4
Punjab,1931,39.7,42.5,484.2,22.3,588.7
Punjab,1932,32.2,47.7,378.7,31.7,490.3
Punjab,1933,32.6,68.6,747.1,12.2,860.5
Punjab,1934,20,45.9,353.4,9.9,429.2
Punjab,1935,114.6,59.1,401.8,22.5,598
Punjab,1936,60.1,33.6,498.4,34.3,626.4
Punjab,1937,101.8,60.8,374.7,33.8,571.1
Punjab,1938,99.7,14.3,306.3,10.5,430.8
Punjab,1939,67.2,67.2,266.8,2.6,403.8
Punjab,1940,81.9,23.1,426.6,0.7,532.3
Punjab,1941,63.8,28.6,394,20,506.4
Punjab,1942,84.4,48.4,693.8,44.9,871.5
Punjab,1943,57.5,25.5,338.8,0.6,422.4
Punjab,1944,86.9,96.6,418.6,24.6,626.7
Punjab,1945,71.4,33.6,693.6,6.7,805.3
Punjab,1946,18.7,30.5,350.5,78.3,478
Punjab,1947,37.7,14.8,509.1,39.3,600.9
Punjab,1948,73,75.4,454.8,17.1,620.3
Punjab,1949,67.7,19.8,491.6,5.9,585
Punjab,1950,78.5,60.6,852.4,0.5,992
Punjab,1951,28.2,85.4,347.6,38.3,499.5
Punjab,1952,40.1,41.1,480.8,4,566
Punjab,1953,48.6,10.4,542.4,10.2,611.6
Punjab,1954,123,12,481.6,16.6,633.2
Punjab,1955,36.6,64,500.6,372.9,974.1
Punjab,1956,28.4,51.1,525.4,145.6,750.5
Punjab,1957,109,48,490.5,63,710.5
Punjab,1958,13,11.7,714.9,88.4,828
Punjab,1959,64.7,35.1,553.5,46.4,699.7
Punjab,1960,14.3,42,529.9,20.8,607
Punjab,1961,91.2,21.8,545.4,31.7,690.1
Punjab,1962,53.8,52.1,641.5,22,769.4
Punjab,1963,14.9,50,390,21.2,476.1
Punjab,1964,16.7,28.3,654.3,9.6,708.9
Punjab,1965,37,70.9,300,15.4,423.3
Punjab,1966,39.1,59.7,527.5,11.8,638.1
Punjab,1967,13.3,87.7,485.6,93.7,680.3
Punjab,1968,55.2,36.4,424.6,20,536.2
Punjab,1969,35.9,53.6,400.5,4.8,494.8
Punjab,1970,60.7,20.4,565.3,4.2,650.6
Punjab,1971,47.2,57.7,633.5,9.7,748.1
Punjab,1972,41,17.4,375.1,37.6,471.1
Punjab,1973,58.4,51.2,581.5,52,743.1
Punjab,1974,5.2,11.3,323.4,16.4,356.3
Punjab,1975,41.5,24.6,634.5,5.2,705.8
Punjab,1976,82.9,44.6,662.2,4.9,794.6
Punjab,1977,38.2,80,566.4,28.1,712.7
Punjab,1978,34.1,69.8,605.9,10.9,720.7
Punjab,1979,97.8,74.7,276.5,14.9,463.9
Punjab,1980,31.8,29.4,531.5,69,661.7
Punjab,1981,68.7,65.6,318.5,51,503.8
Punjab,1982,63.5,194.6,276.9,36.4,571.4
Punjab,1983,92,188.8,456.3,13.9,751
Punjab,1984,69.6,24.5,610.6,5.7,710.4
Punjab,1985,5.7,31,620.4,95.9,753
Punjab,1986,42.8,75.8,456.7,36.7,612
Punjab,1987,53.9,136.5,181.5,37.6,409.5
Punjab,1988,27.5,93.3,1067.2,34.6,1222.6
Punjab,1989,49.8,24.2,376.3,30.1,480.4
Punjab,1990,59.6,50.7,602.1,42.3,754.7
Punjab,1991,39.9,61.6,346.3,28,475.8
Punjab,1992,73,22.7,365.7,16.7,478.1
Punjab,1993,21.2,52.2,507.1,2.4,582.9
Punjab,1994,50.9,16.4,508.1,5.5,580.9
Punjab,1995,106.8,27.3,732.1,3,869.2
Punjab,1996,71.6,25.5,473,19.5,589.6
Punjab,1997,19.9,75.1,485.2,109.9,690.1
Punjab,1998,58.6,47.3,432.6,50.1,588.6
Punjab,1999,49,26.9,287.9,0.8,364.6
Punjab,2000,52,23.5,326.9,2.9,405.3
Punjab,2001,10.1,67.6,357.1,6.2,441
Punjab,2002,9,30.9,228.5,6.3,274.7
Punjab,2003,67,26.3,324.3,7.2,424.8
Punjab,2004,38.1,42.7,234,37,351.8
Punjab,2005,96.1,42.2,413.3,0.4,552
Punjab,2006,18.7,79.5,504.8,44.7,647.7
Punjab,2007,70,64.1,448.6,12.1,594.8
Punjab,2008,16.1,60.3,629.4,11.4,717.2
Punjab,2009,23.8,30.1,300.1,7.1,361.1
Punjab,2010,17.6,8.6,395.1,30.2,451.5
Punjab,2011,39.1,44.9,617.5,3.6,705.1
Punjab,2012,65.8,34.6,379.5,13.6,493.5
Punjab,2013,59.4,18.6,479.7,28.9,586.6
Punjab,2014,41.9,75.6,244.6,20.8,382.9
Punjab,2015,49,115,336.3,10.5,510.8
Punjab,2016,12.5,60.2,367.9,3.5,444.1
Punjab,2017,45.4,39.1,390.1,22.9,497.5
Himachal Pradesh,1901,312.3,183.8,825.9,23,1345
Himachal Pradesh,1902,33.5,241.9,650.1,26.1,951.6
Himachal Pradesh,1903,97.9,293.8,554.3,47.4,993.4
Himachal Pradesh,1904,101.7,270,514.9,100.9,987.5
Himachal Pradesh,1905,158.1,249.9,486.6,35.6,930.2
Himachal Pradesh,1906,188,124.7,985.9,18.8,1317.4
Himachal Pradesh,1907,269.3,252.1,338.9,14.9,875.2
Himachal Pradesh,1908,114.5,237.6,602.8,32.6,987.5
Himachal Pradesh,1909,193.1,76.1,740.4,67.5,1077.1
Himachal Pradesh,1910,98.8,138.4,1071.4,98.3,1406.9
Himachal Pradesh,1911,268.2,321.2,639.5,105,1333.9
Himachal Pradesh,1912,130.3,170.1,867.9,39.3,1207.6
Himachal Pradesh,1913,147.9,222.5,662.7,86.2,1119.3
Himachal Pradesh,1914,104.7,292.4,1192.8,146,1735.9
Himachal Pradesh,1915,162.6,176,854.8,43.4,1236.8
Himachal Pradesh,1916,85.7,110.8,888.5,87.1,1172.1
Himachal Pradesh,1917,50.4,304.5,1151.5,197.1,1703.5
Himachal Pradesh,1918,43.5,288.9,566.6,85.8,984.8
Himachal Pradesh,1919,188.7,179.5,791.7,53.4,1213.3
Himachal Pradesh,1920,111.1,268.3,684.7,20.7,1084.8
Himachal Pradesh,1921,108.7,70.7,968,164,1311.4
Himachal Pradesh,1922,164.1,168.9,1314.7,70.9,1718.6
Himachal Pradesh,1923,264.6,171.2,1022,163.2,1621
Himachal Pradesh,1924,185.3,176.3,1210,89,1660.6
Himachal Pradesh,1925,147.9,185.5,1054.3,121.7,1509.4
Himachal Pradesh,1926,101.5,380.4,924.3,43.6,1449.8
Himachal Pradesh,1927,150,178.7,1043,63,1434.7
Himachal Pradesh,1928,241.9,157.2,755.9,153.8,1308.8
Himachal Pradesh,1929,161.3,90.5,939.6,233.3,1424.7
Himachal Pradesh,1930,162.9,168.6,930,43.9,1305.4
Himachal Pradesh,1931,208.1,179,830.7,48.6,1266.4
Himachal Pradesh,1932,95.8,140.6,1098.2,84,1418.6
Himachal Pradesh,1933,153.8,244.3,782.2,60.1,1240.4
Himachal Pradesh,1934,104.6,182.5,623.2,71.7,982
Himachal Pradesh,1935,210.1,162.3,578.5,77.1,1028
Himachal Pradesh,1936,122.6,222,716.2,97.1,1157.9
Himachal Pradesh,1937,198.3,149.1,952.3,165.2,1464.9
Himachal Pradesh,1938,299.8,98.1,510.4,19.1,927.4
Himachal Pradesh,1939,168.7,154.9,523.1,30.9,877.6
Himachal Pradesh,1940,144,186.2,730.4,28,1088.6
Himachal Pradesh,1941,93.9,162.2,589.9,49.5,895.5
Himachal Pradesh,1942,231.6,186.4,842.6,67.6,1328.2
Himachal Pradesh,1943,197.2,249.6,763,13.3,1223.1
Himachal Pradesh,1944,220.8,174.1,635.3,98.5,1128.7
Himachal Pradesh,1945,206.3,210.5,1182.1,48.1,1647
Himachal Pradesh,1946,131.1,176.5,1041.8,189.6,1539
Himachal Pradesh,1947,116.2,119.5,1005.8,71.9,1313.4
Himachal Pradesh,1948,218.5,443.2,1007.5,89.5,1758.7
Himachal Pradesh,1949,168,161.8,961.6,19.7,1311.1
Himachal Pradesh,1950,278,271.8,1125.5,9.2,1684.5
Himachal Pradesh,1951,181.7,266.9,689.9,100,1238.5
Himachal Pradesh,1952,169.2,293.4,742.8,58.2,1263.6
Himachal Pradesh,1953,201.1,221.8,919,83.7,1425.6
Himachal Pradesh,1954,468.2,152.4,1026.4,70.5,1717.5
Himachal Pradesh,1955,207,343.8,939,429.4,1919.2
Himachal Pradesh,1956,141.2,291.3,791.9,317.2,1541.6
Himachal Pradesh,1957,218.9,432.1,917.9,253.7,1822.6
Himachal Pradesh,1958,106.4,199.5,1017.9,248.5,1572.3
Himachal Pradesh,1959,379.2,190.8,933.8,136.6,1640.4
Himachal Pradesh,1960,83.6,221.2,733.3,77.2,1115.3
Himachal Pradesh,1961,311,207.2,876.4,121,1515.6
Himachal Pradesh,1962,147.9,240.9,888.7,116.1,1393.6
Himachal Pradesh,1963,71.3,297.9,854,131.4,1354.6
Himachal Pradesh,1964,235.4,268.1,809,41.5,1354
Himachal Pradesh,1965,261.6,441.4,460.4,56.9,1220.3
Himachal Pradesh,1966,145.3,251.3,888.9,85.5,1371
Himachal Pradesh,1967,129.9,261,994.6,173.1,1558.6
Himachal Pradesh,1968,302.6,176.6,573.9,115.1,1168.2
Himachal Pradesh,1969,144.6,314.1,656.7,12.3,1127.7
Himachal Pradesh,1970,155.5,88.7,831.4,7.1,1082.7
Himachal Pradesh,1971,129.6,143,973.7,28.6,1274.9
Himachal Pradesh,1972,132,158.4,445.5,106.4,842.3
Himachal Pradesh,1973,197.4,124.1,567.1,66.6,955.2
Himachal Pradesh,1974,119.6,100.1,480.3,76.3,776.3
Himachal Pradesh,1975,262.5,186.8,588,16.7,1054
Himachal Pradesh,1976,172.2,205.8,765,36.5,1179.5
Himachal Pradesh,1977,90.2,197.6,859.3,97.9,1245
Himachal Pradesh,1978,166.3,242.5,873.9,88.5,1371.2
Himachal Pradesh,1979,285.3,274.4,390.7,70.6,1021
Himachal Pradesh,1980,170.3,126.3,765.2,93.1,1154.9
Himachal Pradesh,1981,210.8,283.5,563.2,89.7,1147.2
Himachal Pradesh,1982,335,527.6,420.4,140,1423
Himachal Pradesh,1983,189.3,385.6,551.6,63.1,1189.6
Himachal Pradesh,1984,158.8,122,613.4,74.1,968.3
Himachal Pradesh,1985,93.4,156.1,726.1,218.4,1194
Himachal Pradesh,1986,126.6,363.8,626.6,205.6,1322.6
Himachal Pradesh,1987,152.7,424.2,369.5,89.1,1035.5
Himachal Pradesh,1988,169.9,420.4,1160.2,130.6,1881.1
Himachal Pradesh,1989,173.5,221.1,663,119.6,1177.2
Himachal Pradesh,1990,197.4,332,767.1,166.3,1462.8
Himachal Pradesh,1991,167.1,294.8,595.5,47.4,1104.8
Himachal Pradesh,1992,199.7,320.2,832.1,31.1,1383.1
Himachal Pradesh,1993,178.9,241.4,690,18,1128.3
Himachal Pradesh,1994,213.4,225.8,884.9,86.2,1410.3
Himachal Pradesh,1995,201.5,226.7,1028.5,37,1493.7
Himachal Pradesh,1996,236.4,231.6,871.1,45.3,1384.4
Himachal Pradesh,1997,109.4,223.9,880.9,240.3,1454.5
Himachal Pradesh,1998,147.3,252.2,854.3,127.7,1381.5
Himachal Pradesh,1999,163.5,138.8,804.8,37.8,1144.9
Himachal Pradesh,2000,237.2,173.6,639.9,17.4,1068.1
Himachal Pradesh,2001,66.2,240,622.5,63.1,991.8
Himachal Pradesh,2002,203.2,287.9,486.6,12.8,990.5
Himachal Pradesh,2003,156.1,201.8,613.3,63.2,1034.4
Himachal Pradesh,2004,129.2,118.2,467.5,163.4,878.3
Himachal Pradesh,2005,370.7,230.9,640.3,6.6,1248.5
Himachal Pradesh,2006,140.7,250,732.1,95.6,1218.4
Himachal Pradesh,2007,122.3,225.9,630.9,55.3,1034.4
Himachal Pradesh,2008,193.1,93.6,749.5,78.1,1114.3
Himachal Pradesh,2009,100.7,188.1,550.4,117.3,956.5
Himachal Pradesh,2010,122.1,186.8,851.1,99.4,1259.4
Himachal Pradesh,2011,141.3,157.2,796.5,13.2,1108.2
Himachal Pradesh,2012,143.6,93.7,686.3,28.1,951.7
Himachal Pradesh,2013,262.5,138.1,748.2,63.2,1212
Himachal Pradesh,2014,194.5,254.7,486.6,73.1,1008.9
Himachal Pradesh,2015,223.8,322.4,607.1,57.2,1210.5
Himachal Pradesh,2016,57.1,232.1,624.8,7.5,921.5
Himachal Pradesh,2017,203.9,207.4,715.7,55.2,1182.2
Jammu & Kashmir,1901,135.7,307.6,508.2,28.5,980
Jammu & Kashmir,1902,16.2,262.5,420.8,60.9,760.4
Jammu & Kashmir,1903,117.7,354.6,746.9,67.5,1286.7
Jammu & Kashmir,1904,127.9,277.5,402.7,174,982.1
Jammu & Kashmir,1905,223,298.3,539.7,96.6,1157.6
Jammu & Kashmir,1906,241.4,255.9,653.6,42.2,1193.1
Jammu & Kashmir,1907,295.4,340.2,416.2,17.8,1069.6
Jammu & Kashmir,1908,137.8,269.2,724.2,96.2,1227.4
Jammu & Kashmir,1909,241.2,147.2,822.8,128.7,1339.9
Jammu & Kashmir,1910,208.7,198.3,635.4,67.2,1109.6
Jammu & Kashmir,1911,397.1,357.2,389,136.8,1280.1
Jammu & Kashmir,1912,209.5,271.4,382.5,73.3,936.7
Jammu & Kashmir,1913,210.3,230.4,449.6,109.9,1000.2
Jammu & Kashmir,1914,276.7,401,718.6,295.9,1692.2
Jammu & Kashmir,1915,265.7,260.2,388.4,49.5,963.8
Jammu & Kashmir,1916,196.9,195.3,600.6,41.5,1034.3
Jammu & Kashmir,1917,97.8,305.6,776.6,206.1,1386.1
Jammu & Kashmir,1918,53.5,447.6,292,123.4,916.5
Jammu & Kashmir,1919,286,244.4,530.3,128.5,1189.2
Jammu & Kashmir,1920,209.3,360.3,267.5,52.8,889.9
